system_name,edsm_status,direction,steps_from_edge,edge_number,family,subsector,mass_prefix,number
Pha Aeb PM-Z c27-1,not_in_edsm,forward,1,0,Pha Aeb PM-Z,PM-Z,c27,1
Pha Aeb PN-B b13-1,not_in_edsm,forward,1,0,Pha Aeb PN-B,PN-B,b13,1
Pha Aeb PN-B c13-1,not_in_edsm,forward,1,0,Pha Aeb PN-B,PN-B,c13,1
Pha Aeb PN-B d13-3,not_in_edsm,forward,1,2,Pha Aeb PN-B,PN-B,d13,3
Pha Aeb PN-K c8-1,not_in_edsm,forward,1,0,Pha Aeb PN-K,PN-K,c8,1
Pha Aeb PN-K d8-1,not_in_edsm,forward,1,0,Pha Aeb PN-K,PN-K,d8,1
Pha Aeb PN-S c17-1,not_in_edsm,forward,1,0,Pha Aeb PN-S,PN-S,c17,1
Pha Aeb PN-T c3-1,not_in_edsm,forward,1,0,Pha Aeb PN-T,PN-T,c3,1
Pha Aeb PN-T d3-2,not_in_edsm,forward,1,1,Pha Aeb PN-T,PN-T,d3,2
Pha Aeb PN-W b1-1,not_in_edsm,forward,1,0,Pha Aeb PN-W,PN-W,b1,1
Pha Aeb PO-H d10-1,not_in_edsm,forward,1,0,Pha Aeb PO-H,PO-H,d10,1
Pha Aeb PO-I c9-1,not_in_edsm,forward,1,0,Pha Aeb PO-I,PO-I,c9,1
Pha Aeb PO-I d9-3,not_in_edsm,forward,1,2,Pha Aeb PO-I,PO-I,d9,3
Pha Aeb PO-W b1-1,not_in_edsm,forward,1,0,Pha Aeb PO-W,PO-W,b1,1
Pha Aeb PO-X c28-1,not_in_edsm,forward,1,0,Pha Aeb PO-X,PO-X,c28,1
Pha Aeb PO-Z c13-1,not_in_edsm,forward,1,0,Pha Aeb PO-Z,PO-Z,c13,1
Pha Aeb PO-Z d13-5,not_in_edsm,forward,1,4,Pha Aeb PO-Z,PO-Z,d13,5
Pha Aeb PP-E c25-1,not_in_edsm,forward,1,0,Pha Aeb PP-E,PP-E,c25,1
Pha Aeb PP-F c11-1,not_in_edsm,forward,1,0,Pha Aeb PP-F,PP-F,c11,1
Pha Aeb PP-R c4-1,not_in_edsm,forward,1,0,Pha Aeb PP-R,PP-R,c4,1
Pha Aeb PP-Z b13-1,not_in_edsm,forward,1,0,Pha Aeb PP-Z,PP-Z,b13,1
Pha Aeb PQ-C c26-1,not_in_edsm,forward,1,0,Pha Aeb PQ-C,PQ-C,c26,1
Pha Aeb PQ-G c10-1,not_in_edsm,forward,1,0,Pha Aeb PQ-G,PQ-G,c10,1
Pha Aeb PQ-L c21-1,not_in_edsm,forward,1,0,Pha Aeb PQ-L,PQ-L,c21,1
Pha Aeb PQ-P c5-1,not_in_edsm,forward,1,0,Pha Aeb PQ-P,PQ-P,c5,1
Pha Aeb PR-N b6-1,not_in_edsm,forward,1,0,Pha Aeb PR-N,PR-N,b6,1
Pha Aeb PR-N c6-1,not_in_edsm,forward,1,0,Pha Aeb PR-N,PR-N,c6,1
Pha Aeb PR-N d6-2,not_in_edsm,forward,1,1,Pha Aeb PR-N,PR-N,d6,2
Pha Aeb PR-V c2-1,not_in_edsm,forward,1,0,Pha Aeb PR-V,PR-V,c2,1
Pha Aeb PR-W b1-1,not_in_edsm,forward,1,0,Pha Aeb PR-W,PR-W,b1,1
Pha Aeb PR-W c1-1,not_in_edsm,forward,1,0,Pha Aeb PR-W,PR-W,c1,1
Pha Aeb PR-W d1-3,not_in_edsm,forward,1,2,Pha Aeb PR-W,PR-W,d1,3
Pha Aeb PR-Z c27-1,not_in_edsm,forward,1,0,Pha Aeb PR-Z,PR-Z,c27,1
Pha Aeb PS-B d13-2,not_in_edsm,forward,1,1,Pha Aeb PS-B,PS-B,d13,2
Pha Aeb PS-J c22-1,not_in_edsm,forward,1,0,Pha Aeb PS-J,PS-J,c22,1
Pha Aeb PS-K c8-1,not_in_edsm,forward,1,0,Pha Aeb PS-K,PS-K,c8,1
Pha Aeb PS-K d8-1,not_in_edsm,forward,1,0,Pha Aeb PS-K,PS-K,d8,1
Pha Aeb PS-T c3-1,not_in_edsm,forward,1,0,Pha Aeb PS-T,PS-T,c3,1
Pha Aeb PS-T d3-1,not_in_edsm,forward,1,0,Pha Aeb PS-T,PS-T,d3,1
Pha Aeb PS-U b2-1,not_in_edsm,forward,1,0,Pha Aeb PS-U,PS-U,b2,1
Pha Aeb PS-U c2-1,not_in_edsm,forward,1,0,Pha Aeb PS-U,PS-U,c2,1
Pha Aeb PS-U d2-7,not_in_edsm,forward,1,6,Pha Aeb PS-U,PS-U,d2,7
Pha Aeb PS-U e2-1,not_in_edsm,forward,1,0,Pha Aeb PS-U,PS-U,e2,1
Pha Aeb PT-I c9-1,not_in_edsm,forward,1,0,Pha Aeb PT-I,PT-I,c9,1
Pha Aeb PT-I d9-2,not_in_edsm,forward,1,1,Pha Aeb PT-I,PT-I,d9,2
Pha Aeb PT-Q c18-1,not_in_edsm,forward,1,0,Pha Aeb PT-Q,PT-Q,c18,1
Pha Aeb PT-R c4-1,not_in_edsm,forward,1,0,Pha Aeb PT-R,PT-R,c4,1
Pha Aeb PT-U b2-1,not_in_edsm,forward,1,0,Pha Aeb PT-U,PT-U,b2,1
Pha Aeb PT-U c2-1,not_in_edsm,forward,1,0,Pha Aeb PT-U,PT-U,c2,1
Pha Aeb PT-X c28-1,not_in_edsm,forward,1,0,Pha Aeb PT-X,PT-X,c28,1
Pha Aeb PT-Z c13-1,not_in_edsm,forward,1,0,Pha Aeb PT-Z,PT-Z,c13,1
Pha Aeb PT-Z d13-3,not_in_edsm,forward,1,2,Pha Aeb PT-Z,PT-Z,d13,3
Pha Aeb PU-E c25-1,not_in_edsm,forward,1,0,Pha Aeb PU-E,PU-E,c25,1
Pha Aeb PU-F d11-1,not_in_edsm,forward,1,0,Pha Aeb PU-F,PU-F,d11,1
Pha Aeb PU-R c4-1,not_in_edsm,forward,1,0,Pha Aeb PU-R,PU-R,c4,1
Pha Aeb PU-X c14-1,not_in_edsm,forward,1,0,Pha Aeb PU-X,PU-X,c14,1
Pha Aeb PV-C c26-1,not_in_edsm,forward,1,0,Pha Aeb PV-C,PV-C,c26,1
Pha Aeb PV-G b10-1,not_in_edsm,forward,1,0,Pha Aeb PV-G,PV-G,b10,1
Pha Aeb PV-G c10-1,not_in_edsm,forward,1,0,Pha Aeb PV-G,PV-G,c10,1
Pha Aeb PV-L c21-1,not_in_edsm,forward,1,0,Pha Aeb PV-L,PV-L,c21,1
Pha Aeb PV-P c5-1,not_in_edsm,forward,1,0,Pha Aeb PV-P,PV-P,c5,1
Pha Aeb PV-X c14-1,not_in_edsm,forward,1,0,Pha Aeb PV-X,PV-X,c14,1
Pha Aeb PW-A c27-1,not_in_edsm,forward,1,0,Pha Aeb PW-A,PW-A,c27,1
Pha Aeb PW-E c11-1,not_in_edsm,forward,1,0,Pha Aeb PW-E,PW-E,c11,1
Pha Aeb PW-N b6-1,not_in_edsm,forward,1,0,Pha Aeb PW-N,PW-N,b6,1
Pha Aeb PW-N c6-1,not_in_edsm,forward,1,0,Pha Aeb PW-N,PW-N,c6,1
Pha Aeb PW-N d6-2,not_in_edsm,forward,1,1,Pha Aeb PW-N,PW-N,d6,2
Pha Aeb PW-W b1-1,not_in_edsm,forward,1,0,Pha Aeb PW-W,PW-W,b1,1
Pha Aeb PW-W c1-2,not_in_edsm,forward,1,1,Pha Aeb PW-W,PW-W,c1,2
Pha Aeb PW-W d1-2,not_in_edsm,forward,1,1,Pha Aeb PW-W,PW-W,d1,2
Pha Aeb PX-A c27-1,not_in_edsm,forward,1,0,Pha Aeb PX-A,PX-A,c27,1
Pha Aeb PX-K c8-1,not_in_edsm,forward,1,0,Pha Aeb PX-K,PX-K,c8,1
Pha Aeb PX-K d8-1,not_in_edsm,forward,1,0,Pha Aeb PX-K,PX-K,d8,1
Pha Aeb PX-L b7-1,not_in_edsm,forward,1,0,Pha Aeb PX-L,PX-L,b7,1
Pha Aeb PX-L c7-1,not_in_edsm,forward,1,0,Pha Aeb PX-L,PX-L,c7,1
Pha Aeb PX-L d7-3,not_in_edsm,forward,1,2,Pha Aeb PX-L,PX-L,d7,3
Pha Aeb PX-T c3-1,not_in_edsm,forward,1,0,Pha Aeb PX-T,PX-T,c3,1
Pha Aeb PX-T d3-1,not_in_edsm,forward,1,0,Pha Aeb PX-T,PX-T,d3,1
Pha Aeb PX-U b2-1,not_in_edsm,forward,1,0,Pha Aeb PX-U,PX-U,b2,1
Pha Aeb PX-U c2-2,not_in_edsm,forward,1,1,Pha Aeb PX-U,PX-U,c2,2
Pha Aeb PX-U d2-4,not_in_edsm,forward,1,3,Pha Aeb PX-U,PX-U,d2,4
Pha Aeb PX-X c28-1,not_in_edsm,forward,1,0,Pha Aeb PX-X,PX-X,c28,1
Pha Aeb PY-H c23-1,not_in_edsm,forward,1,0,Pha Aeb PY-H,PY-H,c23,1
Pha Aeb PY-I c9-1,not_in_edsm,forward,1,0,Pha Aeb PY-I,PY-I,c9,1
Pha Aeb PY-I d9-1,not_in_edsm,forward,1,0,Pha Aeb PY-I,PY-I,d9,1
Pha Aeb PY-L b7-1,not_in_edsm,forward,1,0,Pha Aeb PY-L,PY-L,b7,1
Pha Aeb PY-Q c18-1,not_in_edsm,forward,1,0,Pha Aeb PY-Q,PY-Q,c18,1
Pha Aeb PY-R c4-1,not_in_edsm,forward,1,0,Pha Aeb PY-R,PY-R,c4,1
Pha Aeb PY-R d4-1,not_in_edsm,forward,1,0,Pha Aeb PY-R,PY-R,d4,1
Pha Aeb PY-U c2-1,not_in_edsm,forward,1,0,Pha Aeb PY-U,PY-U,c2,1
Pha Aeb PY-Z d13-2,not_in_edsm,forward,1,1,Pha Aeb PY-Z,PY-Z,d13,2
Pha Aeb PZ-G c10-1,not_in_edsm,forward,1,0,Pha Aeb PZ-G,PZ-G,c10,1
Pha Aeb PZ-G d10-2,not_in_edsm,forward,1,1,Pha Aeb PZ-G,PZ-G,d10,2
Pha Aeb PZ-O c19-1,not_in_edsm,forward,1,0,Pha Aeb PZ-O,PZ-O,c19,1
Pha Aeb PZ-S b3-1,not_in_edsm,forward,1,0,Pha Aeb PZ-S,PZ-S,b3,1
Pha Aeb PZ-S c3-1,not_in_edsm,forward,1,0,Pha Aeb PZ-S,PZ-S,c3,1
Pha Aeb PZ-X c14-1,not_in_edsm,forward,1,0,Pha Aeb PZ-X,PZ-X,c14,1
Pha Aeb QA-E d12-1,not_in_edsm,forward,1,0,Pha Aeb QA-E,QA-E,d12,1
Pha Aeb QA-W b15-1,not_in_edsm,forward,1,0,Pha Aeb QA-W,QA-W,b15,1
Pha Aeb QA-W c15-1,not_in_edsm,forward,1,0,Pha Aeb QA-W,QA-W,c15,1
Pha Aeb QB-B c27-1,not_in_edsm,forward,1,0,Pha Aeb QB-B,QB-B,c27,1
Pha Aeb QB-F c11-1,not_in_edsm,forward,1,0,Pha Aeb QB-F,QB-F,c11,1
Pha Aeb QB-K c22-1,not_in_edsm,forward,1,0,Pha Aeb QB-K,QB-K,c22,1
Pha Aeb QB-O c6-1,not_in_edsm,forward,1,0,Pha Aeb QB-O,QB-O,c6,1
Pha Aeb QB-W c15-1,not_in_edsm,forward,1,0,Pha Aeb QB-W,QB-W,c15,1
Pha Aeb QB-X c1-1,not_in_edsm,forward,1,0,Pha Aeb QB-X,QB-X,c1,1
Pha Aeb QB-X d1-1,not_in_edsm,forward,1,0,Pha Aeb QB-X,QB-X,d1,1
Pha Aeb QC-D b12-1,not_in_edsm,forward,1,0,Pha Aeb QC-D,QC-D,b12,1
Pha Aeb QC-D c12-1,not_in_edsm,forward,1,0,Pha Aeb QC-D,QC-D,c12,1
Pha Aeb QC-M b7-1,not_in_edsm,forward,1,0,Pha Aeb QC-M,QC-M,b7,1
Pha Aeb QC-M c7-1,not_in_edsm,forward,1,0,Pha Aeb QC-M,QC-M,c7,1
Pha Aeb QC-M d7-1,not_in_edsm,forward,1,0,Pha Aeb QC-M,QC-M,d7,1
Pha Aeb QC-U c3-1,not_in_edsm,forward,1,0,Pha Aeb QC-U,QC-U,c3,1
Pha Aeb QC-V c2-1,not_in_edsm,forward,1,0,Pha Aeb QC-V,QC-V,c2,1
Pha Aeb QC-V d2-3,not_in_edsm,forward,1,2,Pha Aeb QC-V,QC-V,d2,3
Pha Aeb QC-Y c28-1,not_in_edsm,forward,1,0,Pha Aeb QC-Y,QC-Y,c28,1
Pha Aeb QC-Z c27-1,not_in_edsm,forward,1,0,Pha Aeb QC-Z,QC-Z,c27,1
Pha Aeb QD-J c9-1,not_in_edsm,forward,1,0,Pha Aeb QD-J,QD-J,c9,1
Pha Aeb QD-J d9-1,not_in_edsm,forward,1,0,Pha Aeb QD-J,QD-J,d9,1
Pha Aeb QD-K c8-1,not_in_edsm,forward,1,0,Pha Aeb QD-K,QD-K,c8,1
Pha Aeb QD-K d8-4,not_in_edsm,forward,1,3,Pha Aeb QD-K,QD-K,d8,4
Pha Aeb QD-T c3-1,not_in_edsm,forward,1,0,Pha Aeb QD-T,QD-T,c3,1
Pha Aeb QD-T d3-3,not_in_edsm,forward,1,2,Pha Aeb QD-T,QD-T,d3,3
Pha Aeb QD-Z c27-1,not_in_edsm,forward,1,0,Pha Aeb QD-Z,QD-Z,c27,1
Pha Aeb QE-G c24-1,not_in_edsm,forward,1,0,Pha Aeb QE-G,QE-G,c24,1
Pha Aeb QE-H c10-1,not_in_edsm,forward,1,0,Pha Aeb QE-H,QE-H,c10,1
Pha Aeb QE-K b8-1,not_in_edsm,forward,1,0,Pha Aeb QE-K,QE-K,b8,1
Pha Aeb QE-P c19-1,not_in_edsm,forward,1,0,Pha Aeb QE-P,QE-P,c19,1
Pha Aeb QE-Q d5-1,not_in_edsm,forward,1,0,Pha Aeb QE-Q,QE-Q,d5,1
Pha Aeb QE-T c3-1,not_in_edsm,forward,1,0,Pha Aeb QE-T,QE-T,c3,1
Pha Aeb QF-N c20-1,not_in_edsm,forward,1,0,Pha Aeb QF-N,QF-N,c20,1
Pha Aeb QF-R c4-1,not_in_edsm,forward,1,0,Pha Aeb QF-R,QF-R,c4,1
Pha Aeb QF-W c15-1,not_in_edsm,forward,1,0,Pha Aeb QF-W,QF-W,c15,1
Pha Aeb QG-B c27-1,not_in_edsm,forward,1,0,Pha Aeb QG-B,QG-B,c27,1
Pha Aeb QG-O c6-1,not_in_edsm,forward,1,0,Pha Aeb QG-O,QG-O,c6,1
Pha Aeb QG-X b1-1,not_in_edsm,forward,1,0,Pha Aeb QG-X,QG-X,b1,1
Pha Aeb QG-X c1-1,not_in_edsm,forward,1,0,Pha Aeb QG-X,QG-X,c1,1
Pha Aeb QH-D c12-1,not_in_edsm,forward,1,0,Pha Aeb QH-D,QH-D,c12,1
Pha Aeb QH-M c7-1,not_in_edsm,forward,1,0,Pha Aeb QH-M,QH-M,c7,1
Pha Aeb QH-M d7-1,not_in_edsm,forward,1,0,Pha Aeb QH-M,QH-M,d7,1
Pha Aeb QH-U c16-1,not_in_edsm,forward,1,0,Pha Aeb QH-U,QH-U,c16,1
Pha Aeb QH-V c2-1,not_in_edsm,forward,1,0,Pha Aeb QH-V,QH-V,c2,1
Pha Aeb QH-V d2-2,not_in_edsm,forward,1,1,Pha Aeb QH-V,QH-V,d2,2
Pha Aeb QH-Z c27-1,not_in_edsm,forward,1,0,Pha Aeb QH-Z,QH-Z,c27,1
Pha Aeb QI-B b13-1,not_in_edsm,forward,1,0,Pha Aeb QI-B,QI-B,b13,1
Pha Aeb QI-B c13-1,not_in_edsm,forward,1,0,Pha Aeb QI-B,QI-B,c13,1
Pha Aeb QI-B d13-4,not_in_edsm,forward,1,3,Pha Aeb QI-B,QI-B,d13,4
Pha Aeb QI-J d9-1,not_in_edsm,forward,1,0,Pha Aeb QI-J,QI-J,d9,1
Pha Aeb QI-K b8-1,not_in_edsm,forward,1,0,Pha Aeb QI-K,QI-K,b8,1
Pha Aeb QI-K c8-1,not_in_edsm,forward,1,0,Pha Aeb QI-K,QI-K,c8,1
Pha Aeb QI-K d8-2,not_in_edsm,forward,1,1,Pha Aeb QI-K,QI-K,d8,2
Pha Aeb QI-T d3-3,not_in_edsm,forward,1,2,Pha Aeb QI-T,QI-T,d3,3
Pha Aeb QI-Z c27-1,not_in_edsm,forward,1,0,Pha Aeb QI-Z,QI-Z,c27,1
Pha Aeb QJ-G c24-1,not_in_edsm,forward,1,0,Pha Aeb QJ-G,QJ-G,c24,1
Pha Aeb QJ-H d10-1,not_in_edsm,forward,1,0,Pha Aeb QJ-H,QJ-H,d10,1
Pha Aeb QJ-I b9-1,not_in_edsm,forward,1,0,Pha Aeb QJ-I,QJ-I,b9,1
Pha Aeb QJ-I c9-1,not_in_edsm,forward,1,0,Pha Aeb QJ-I,QJ-I,c9,1
Pha Aeb QJ-I d9-3,not_in_edsm,forward,1,2,Pha Aeb QJ-I,QJ-I,d9,3
Pha Aeb QJ-Q c5-1,not_in_edsm,forward,1,0,Pha Aeb QJ-Q,QJ-Q,c5,1
Pha Aeb QJ-T c3-1,not_in_edsm,forward,1,0,Pha Aeb QJ-T,QJ-T,c3,1
Pha Aeb QJ-X c28-1,not_in_edsm,forward,1,0,Pha Aeb QJ-X,QJ-X,c28,1
Pha Aeb QK-E c25-1,not_in_edsm,forward,1,0,Pha Aeb QK-E,QK-E,c25,1
Pha Aeb QK-F c11-1,not_in_edsm,forward,1,0,Pha Aeb QK-F,QK-F,c11,1
Pha Aeb QK-F d11-2,not_in_edsm,forward,1,1,Pha Aeb QK-F,QK-F,d11,2
Pha Aeb QK-I b9-1,not_in_edsm,forward,1,0,Pha Aeb QK-I,QK-I,b9,1
Pha Aeb QK-I c9-1,not_in_edsm,forward,1,0,Pha Aeb QK-I,QK-I,c9,1
Pha Aeb QK-N c20-1,not_in_edsm,forward,1,0,Pha Aeb QK-N,QK-N,c20,1
Pha Aeb QK-R b4-1,not_in_edsm,forward,1,0,Pha Aeb QK-R,QK-R,b4,1
Pha Aeb QK-R c4-1,not_in_edsm,forward,1,0,Pha Aeb QK-R,QK-R,c4,1
Pha Aeb QK-W c15-1,not_in_edsm,forward,1,0,Pha Aeb QK-W,QK-W,c15,1
Pha Aeb QL-L c21-1,not_in_edsm,forward,1,0,Pha Aeb QL-L,QL-L,c21,1
Pha Aeb QL-P c5-1,not_in_edsm,forward,1,0,Pha Aeb QL-P,QL-P,c5,1
Pha Aeb QL-X c1-1,not_in_edsm,forward,1,0,Pha Aeb QL-X,QL-X,c1,1
Pha Aeb QM-L c21-1,not_in_edsm,forward,1,0,Pha Aeb QM-L,QM-L,c21,1
Pha Aeb QM-M b7-1,not_in_edsm,forward,1,0,Pha Aeb QM-M,QM-M,b7,1
Pha Aeb QM-M c7-1,not_in_edsm,forward,1,0,Pha Aeb QM-M,QM-M,c7,1
Pha Aeb QM-V c2-1,not_in_edsm,forward,1,0,Pha Aeb QM-V,QM-V,c2,1
Pha Aeb QM-V d2-1,not_in_edsm,forward,1,0,Pha Aeb QM-V,QM-V,d2,1
Pha Aeb QM-W c1-2,not_in_edsm,forward,1,1,Pha Aeb QM-W,QM-W,c1,2
Pha Aeb QM-W d1-6,not_in_edsm,forward,1,5,Pha Aeb QM-W,QM-W,d1,6
Pha Aeb QN-B c13-1,not_in_edsm,forward,1,0,Pha Aeb QN-B,QN-B,c13,1
Pha Aeb QN-B d13-3,not_in_edsm,forward,1,2,Pha Aeb QN-B,QN-B,d13,3
Pha Aeb QN-K c8-1,not_in_edsm,forward,1,0,Pha Aeb QN-K,QN-K,c8,1
Pha Aeb QN-K d8-1,not_in_edsm,forward,1,0,Pha Aeb QN-K,QN-K,d8,1
Pha Aeb QN-S b17-1,not_in_edsm,forward,1,0,Pha Aeb QN-S,QN-S,b17,1
Pha Aeb QN-S c17-1,not_in_edsm,forward,1,0,Pha Aeb QN-S,QN-S,c17,1
Pha Aeb QN-T c3-1,not_in_edsm,forward,1,0,Pha Aeb QN-T,QN-T,c3,1
Pha Aeb QO-I b9-1,not_in_edsm,forward,1,0,Pha Aeb QO-I,QO-I,b9,1
Pha Aeb QO-I c9-1,not_in_edsm,forward,1,0,Pha Aeb QO-I,QO-I,c9,1
Pha Aeb QO-I d9-2,not_in_edsm,forward,1,1,Pha Aeb QO-I,QO-I,d9,2
Pha Aeb QO-R c4-1,not_in_edsm,forward,1,0,Pha Aeb QO-R,QO-R,c4,1
Pha Aeb QO-R d4-3,not_in_edsm,forward,1,2,Pha Aeb QO-R,QO-R,d4,3
Pha Aeb QO-X c28-1,not_in_edsm,forward,1,0,Pha Aeb QO-X,QO-X,c28,1
Pha Aeb QO-Z b13-1,not_in_edsm,forward,1,0,Pha Aeb QO-Z,QO-Z,b13,1
Pha Aeb QO-Z c13-1,not_in_edsm,forward,1,0,Pha Aeb QO-Z,QO-Z,c13,1
Pha Aeb QO-Z d13-5,not_in_edsm,forward,1,4,Pha Aeb QO-Z,QO-Z,d13,5
Pha Aeb QP-E c25-1,not_in_edsm,forward,1,0,Pha Aeb QP-E,QP-E,c25,1
Pha Aeb QP-F c11-1,not_in_edsm,forward,1,0,Pha Aeb QP-F,QP-F,c11,1
Pha Aeb QP-R b4-1,not_in_edsm,forward,1,0,Pha Aeb QP-R,QP-R,b4,1
Pha Aeb QP-R c4-1,not_in_edsm,forward,1,0,Pha Aeb QP-R,QP-R,c4,1
Pha Aeb QQ-C c26-1,not_in_edsm,forward,1,0,Pha Aeb QQ-C,QQ-C,c26,1
Pha Aeb QQ-G c10-1,not_in_edsm,forward,1,0,Pha Aeb QQ-G,QQ-G,c10,1
Pha Aeb QQ-L c21-1,not_in_edsm,forward,1,0,Pha Aeb QQ-L,QQ-L,c21,1
Pha Aeb QQ-P c5-1,not_in_edsm,forward,1,0,Pha Aeb QQ-P,QQ-P,c5,1
Pha Aeb QQ-U c16-1,not_in_edsm,forward,1,0,Pha Aeb QQ-U,QQ-U,c16,1
Pha Aeb QR-M c7-1,not_in_edsm,forward,1,0,Pha Aeb QR-M,QR-M,c7,1
Pha Aeb QR-N c6-1,not_in_edsm,forward,1,0,Pha Aeb QR-N,QR-N,c6,1
Pha Aeb QR-N d6-3,not_in_edsm,forward,1,2,Pha Aeb QR-N,QR-N,d6,3
Pha Aeb QR-V d2-1,not_in_edsm,forward,1,0,Pha Aeb QR-V,QR-V,d2,1
Pha Aeb QR-W c1-2,not_in_edsm,forward,1,1,Pha Aeb QR-W,QR-W,c1,2
Pha Aeb QR-W d1-3,not_in_edsm,forward,1,2,Pha Aeb QR-W,QR-W,d1,3
Pha Aeb QR-Z c27-1,not_in_edsm,forward,1,0,Pha Aeb QR-Z,QR-Z,c27,1
Pha Aeb QS-J c22-1,not_in_edsm,forward,1,0,Pha Aeb QS-J,QS-J,c22,1
Pha Aeb QS-K c8-1,not_in_edsm,forward,1,0,Pha Aeb QS-K,QS-K,c8,1
Pha Aeb QS-K d8-1,not_in_edsm,forward,1,0,Pha Aeb QS-K,QS-K,d8,1
Pha Aeb QS-T c3-1,not_in_edsm,forward,1,0,Pha Aeb QS-T,QS-T,c3,1
Pha Aeb QS-T d3-1,not_in_edsm,forward,1,0,Pha Aeb QS-T,QS-T,d3,1
Pha Aeb QS-U c2-2,not_in_edsm,forward,1,1,Pha Aeb QS-U,QS-U,c2,2
Pha Aeb QS-U d2-5,not_in_edsm,forward,1,4,Pha Aeb QS-U,QS-U,d2,5
Pha Aeb QS-U e2-1,not_in_edsm,forward,1,0,Pha Aeb QS-U,QS-U,e2,1
Pha Aeb QS-W b1-1,not_in_edsm,forward,1,0,Pha Aeb QS-W,QS-W,b1,1
Pha Aeb QS-X c28-1,not_in_edsm,forward,1,0,Pha Aeb QS-X,QS-X,c28,1
Pha Aeb QT-I b9-1,not_in_edsm,forward,1,0,Pha Aeb QT-I,QT-I,b9,1
Pha Aeb QT-I c9-1,not_in_edsm,forward,1,0,Pha Aeb QT-I,QT-I,c9,1
Pha Aeb QT-Q c18-1,not_in_edsm,forward,1,0,Pha Aeb QT-Q,QT-Q,c18,1
Pha Aeb QT-U c2-1,not_in_edsm,forward,1,0,Pha Aeb QT-U,QT-U,c2,1
Pha Aeb QT-X c28-1,not_in_edsm,forward,1,0,Pha Aeb QT-X,QT-X,c28,1
Pha Aeb QT-Z c13-1,not_in_edsm,forward,1,0,Pha Aeb QT-Z,QT-Z,c13,1
Pha Aeb QT-Z d13-2,not_in_edsm,forward,1,1,Pha Aeb QT-Z,QT-Z,d13,2
Pha Aeb QU-E c25-1,not_in_edsm,forward,1,0,Pha Aeb QU-E,QU-E,c25,1
Pha Aeb QU-G c10-1,not_in_edsm,forward,1,0,Pha Aeb QU-G,QU-G,c10,1
Pha Aeb QU-G d10-1,not_in_edsm,forward,1,0,Pha Aeb QU-G,QU-G,d10,1
Pha Aeb QU-X c14-1,not_in_edsm,forward,1,0,Pha Aeb QU-X,QU-X,c14,1
Pha Aeb QV-C c26-1,not_in_edsm,forward,1,0,Pha Aeb QV-C,QV-C,c26,1
Pha Aeb QV-P b5-1,not_in_edsm,forward,1,0,Pha Aeb QV-P,QV-P,b5,1
Pha Aeb QV-P c5-1,not_in_edsm,forward,1,0,Pha Aeb QV-P,QV-P,c5,1
Pha Aeb QW-A c27-1,not_in_edsm,forward,1,0,Pha Aeb QW-A,QW-A,c27,1
Pha Aeb QW-E c11-1,not_in_edsm,forward,1,0,Pha Aeb QW-E,QW-E,c11,1
Pha Aeb QW-J c22-1,not_in_edsm,forward,1,0,Pha Aeb QW-J,QW-J,c22,1
Pha Aeb QW-N c6-1,not_in_edsm,forward,1,0,Pha Aeb QW-N,QW-N,c6,1
Pha Aeb QW-W b1-1,not_in_edsm,forward,1,0,Pha Aeb QW-W,QW-W,b1,1
Pha Aeb QW-W d1-2,not_in_edsm,forward,1,1,Pha Aeb QW-W,QW-W,d1,2
Pha Aeb QX-A c27-1,not_in_edsm,forward,1,0,Pha Aeb QX-A,QX-A,c27,1
Pha Aeb QX-K d8-1,not_in_edsm,forward,1,0,Pha Aeb QX-K,QX-K,d8,1
Pha Aeb QX-L b7-1,not_in_edsm,forward,1,0,Pha Aeb QX-L,QX-L,b7,1
Pha Aeb QX-L c7-1,not_in_edsm,forward,1,0,Pha Aeb QX-L,QX-L,c7,1
Pha Aeb QX-L d7-3,not_in_edsm,forward,1,2,Pha Aeb QX-L,QX-L,d7,3
Pha Aeb QX-T c3-1,not_in_edsm,forward,1,0,Pha Aeb QX-T,QX-T,c3,1
Pha Aeb QX-T d3-1,not_in_edsm,forward,1,0,Pha Aeb QX-T,QX-T,d3,1
Pha Aeb QX-U c2-2,not_in_edsm,forward,1,1,Pha Aeb QX-U,QX-U,c2,2
Pha Aeb QX-U d2-3,not_in_edsm,forward,1,2,Pha Aeb QX-U,QX-U,d2,3
Pha Aeb QX-X c28-1,not_in_edsm,forward,1,0,Pha Aeb QX-X,QX-X,c28,1
Pha Aeb QY-H c23-1,not_in_edsm,forward,1,0,Pha Aeb QY-H,QY-H,c23,1
Pha Aeb QY-I c9-1,not_in_edsm,forward,1,0,Pha Aeb QY-I,QY-I,c9,1
Pha Aeb QY-I d9-1,not_in_edsm,forward,1,0,Pha Aeb QY-I,QY-I,d9,1
Pha Aeb QY-Q c18-1,not_in_edsm,forward,1,0,Pha Aeb QY-Q,QY-Q,c18,1
Pha Aeb QY-S c3-2,not_in_edsm,forward,1,1,Pha Aeb QY-S,QY-S,c3,2
Pha Aeb QY-S d3-6,not_in_edsm,forward,1,5,Pha Aeb QY-S,QY-S,d3,6
Pha Aeb QY-S e3-1,not_in_edsm,forward,1,0,Pha Aeb QY-S,QY-S,e3,1
Pha Aeb QY-Z d13-1,not_in_edsm,forward,1,0,Pha Aeb QY-Z,QY-Z,d13,1
